,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
2587,Damián Suárez,uy URU,DF,Getafe,es La Liga,33,1988,35,31,2711,30.1,0,3,0,0,0,13,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,2.9,3.4,0.02,0.10,0.11,0.02,0.11,Matches,ba5004e1
2588,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,1994,38,33,2819,31.3,4,6,4,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.9,1.9,4.6,6.6,0.06,0.15,0.21,0.06,0.21,Matches,12c50af5
2589,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,1987,35,20,1835,20.4,11,2,9,2,3,7,0,0.54,0.10,0.64,0.44,0.54,9.0,6.8,1.7,8.4,0.44,0.08,0.53,0.33,0.41,Matches,a6154613
2590,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,1987,14,8,712,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.11,0.01,0.12,0.11,0.12,Matches,7106f0a0
2591,Isaac Success,ng NGA,FW,Udinese,it Serie A,25,1996,22,11,911,10.1,2,6,2,0,0,1,1,0.20,0.59,0.79,0.20,0.79,2.5,2.5,3.0,5.5,0.25,0.30,0.55,0.25,0.55,Matches,f573a8bf
2592,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,1995,28,19,1837,20.4,1,2,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,1.0,2.4,0.07,0.05,0.12,0.07,0.12,Matches,e33c06cf
2593,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,fr Ligue 1,19,2002,20,11,1015,11.3,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,2.5,2.5,1.4,3.8,0.22,0.12,0.34,0.22,0.34,Matches,a62f8bf1
2594,Crysencio Summerville,nl NED,MFFW,Leeds United,eng Premier League,19,2001,6,0,130,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.18,0.03,0.21,0.18,0.21,Matches,df04eb4b
2595,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73affbb6
2596,Suso,es ESP,FW,Sevilla,es La Liga,27,1993,8,6,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14,Matches,4e219ad2
2597,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,2000,24,6,920,10.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.03,0.01,0.03,0.03,0.03,Matches,1d0bb7e4
2598,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,1999,36,31,2564,28.5,3,3,3,0,0,7,0,0.11,0.11,0.21,0.11,0.21,2.0,2.0,3.4,5.5,0.07,0.12,0.19,0.07,0.19,Matches,92d83c27
2599,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,1998,18,13,1236,13.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.07,0.00,0.07,0.07,0.07,Matches,8abd174d
2600,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,2000,2,2,157,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2aeb43f1
2601,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,es La Liga,27,1994,12,1,253,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.5,2.2,0.60,0.17,0.77,0.60,0.77,Matches,e5ec95f8
2602,Mamadou Sylla,sn SEN,FW,Alavés,es La Liga,27,1994,13,4,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,Matches,e5ec95f8
2603,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,12,2,260,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.5,1.5,0.33,0.18,0.51,0.33,0.51,Matches,53e07d0b
2604,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33,33,2970,33.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,01b8a2b2
2605,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,20,2000,31,15,1543,17.1,6,8,6,0,1,2,0,0.35,0.47,0.82,0.35,0.82,4.8,4.1,5.1,9.2,0.28,0.30,0.58,0.24,0.54,Matches,934e1968
2606,Tachi,es ESP,DF,Alavés,es La Liga,23,1997,5,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,8b625720
2607,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,33,33,2878,32.0,2,2,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13,1.1,1.1,1.0,2.2,0.04,0.03,0.07,0.04,0.07,Matches,bd142efb
2608,Waniss Taibi,fr FRA,MFDF,Angers,fr Ligue 1,19,2002,7,1,132,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,95192fe4
2609,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,1993,28,24,2125,23.6,5,3,5,0,0,3,0,0.21,0.13,0.34,0.21,0.34,3.2,3.2,3.5,6.8,0.14,0.15,0.29,0.14,0.29,Matches,a0f9b535
2610,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,27,1994,38,26,2574,28.6,4,2,4,0,0,4,0,0.14,0.07,0.21,0.14,0.21,1.4,1.4,1.7,3.0,0.05,0.06,0.11,0.05,0.11,Matches,8da74c05
2611,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,1999,11,10,735,8.2,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09,Matches,e9971f2d
2612,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,29,13,1412,15.7,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7,0.03,0.01,0.04,0.03,0.04,Matches,34269bdf
2613,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,22,19,1814,20.2,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches,a73c8f95
2614,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,1992,30,29,2632,29.2,4,2,0,4,4,6,0,0.14,0.07,0.21,0.00,0.07,3.8,0.8,3.1,3.9,0.13,0.11,0.24,0.03,0.13,Matches,ed39121c
2615,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,1995,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17,Matches,e514ab62
2616,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.6,1.9,0.02,0.10,0.12,0.02,0.12,Matches,e514ab62
2617,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,2002,2,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,abd56820
2618,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,35,35,3106,34.5,1,2,1,0,0,11,0,0.03,0.06,0.09,0.03,0.09,2.0,2.0,0.6,2.6,0.06,0.02,0.08,0.06,0.08,Matches,15ea812b
2619,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b056e3da
2620,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,20,2001,11,6,487,5.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches,27270af4
2621,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,2000,22,13,1176,13.1,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1.0,2.5,0.11,0.08,0.19,0.11,0.19,Matches,a65c844b
2622,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,1993,31,30,2731,30.3,0,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,3.5,3.7,0.01,0.11,0.12,0.01,0.12,Matches,cc2d7ad5
2623,Loum Tchaouna,fr FRA,FWMF,Rennes,fr Ligue 1,17,2003,10,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.18,0.16,0.33,0.18,0.33,Matches,a3c8b4d3
2624,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,1998,9,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,93b8f9f4
2625,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,2000,35,33,2929,32.5,3,2,3,0,0,11,1,0.09,0.06,0.15,0.09,0.15,2.3,2.3,2.8,5.1,0.07,0.09,0.16,0.07,0.16,Matches,4f255115
2626,Mathys Tel,fr FRA,FWMF,Rennes,fr Ligue 1,16,2005,7,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.60,0.13,0.73,0.60,0.73,Matches,829aa60c
2627,Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24,1997,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,1.0,1.0,1.0,2.0,0.30,0.31,0.61,0.30,0.61,Matches,4f093689
2628,Nathan Tella,eng ENG,MFFW,Southampton,eng Premier League,22,1999,14,10,804,8.9,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.7,1.3,0.06,0.08,0.14,0.06,0.14,Matches,f1e94cd6
2629,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,1992,21,18,1660,18.4,0,4,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.5,0.5,2.0,2.4,0.03,0.11,0.13,0.03,0.13,Matches,e73c9bb2
2630,Cristian Tello,es ESP,FWMF,Betis,es La Liga,29,1991,23,5,819,9.1,2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.7,1.7,2.0,3.7,0.19,0.22,0.40,0.19,0.40,Matches,72a99e38
2631,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,1996,14,12,1073,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05,Matches,66654daa
2632,Marc Tenas,es ESP,FWMF,Alavés,es La Liga,20,2001,3,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.45,0.45,0.00,0.45,Matches,1c5d79e2
2633,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,6f51e382
2634,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5cbb5ad6
2635,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,32,31,2862,31.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e1b0a70d
2636,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,37,37,2779,30.9,21,3,19,2,2,1,0,0.68,0.10,0.78,0.62,0.71,13.6,12.1,4.0,16.1,0.44,0.13,0.57,0.39,0.52,Matches,5148dcc5
2637,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,14,1,274,3.0,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.4,0.4,0.00,0.14,0.14,0.00,0.14,Matches,3ef0a2d7
2638,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,11,5,349,3.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,037130ca
2639,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,2001,20,6,680,7.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.9,0.10,0.02,0.13,0.10,0.13,Matches,ac277993
2640,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,21,2000,9,7,583,6.5,2,5,2,0,0,1,0,0.31,0.77,1.08,0.31,1.08,2.4,2.4,2.0,4.4,0.37,0.31,0.68,0.37,0.68,Matches,7120a04d
2641,Cedric Teuchert,de GER,MFFW,Union Berlin,de Bundesliga,24,1997,6,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.19,0.06,0.25,0.19,0.25,Matches,f956479d
2642,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,31,28,2424,26.9,2,1,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,1.5,1.5,0.3,1.8,0.06,0.01,0.07,0.06,0.07,Matches,df8d6029
2643,Jan Thielmann,de GER,MFFW,Köln,de Bundesliga,19,2002,29,10,1192,13.2,3,3,3,0,0,6,0,0.23,0.23,0.45,0.23,0.45,1.4,1.4,2.2,3.6,0.10,0.17,0.27,0.10,0.27,Matches,fd53759d
2644,Sada Thioub,sn SEN,MF,Angers,fr Ligue 1,26,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f4bc42b1
2645,Sada Thioub,sn SEN,DF,Saint-Étienne,fr Ligue 1,26,1995,17,11,950,10.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,1.1,1.3,0.02,0.11,0.13,0.02,0.13,Matches,f4bc42b1
2646,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,22,21,1912,21.2,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.6,1.8,0.01,0.07,0.08,0.01,0.08,Matches,fc027d02
2647,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,30,29,2563,28.5,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,2.0,2.0,0.1,2.1,0.07,0.00,0.07,0.07,0.07,Matches,275e2c51
2648,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,31,27,2389,26.5,8,4,8,0,0,2,1,0.30,0.15,0.45,0.30,0.45,6.5,6.5,4.6,11.1,0.24,0.17,0.42,0.24,0.42,Matches,c76b7567
2649,Erik Thommy,de GER,DFFW,Stuttgart,de Bundesliga,26,1994,11,1,274,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.14,0.15,0.29,0.14,0.29,Matches,df8e7b62
2650,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,235a62f8
2651,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,35,35,2943,32.7,3,1,3,0,0,10,0,0.09,0.03,0.12,0.09,0.12,3.4,3.4,1.1,4.4,0.10,0.03,0.14,0.10,0.14,Matches,d1b49282
2652,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,16,10,855,9.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,db23d9fc
2653,Marcus Thuram,fr FRA,FWMF,M'Gladbach,de Bundesliga,23,1997,21,9,979,10.9,3,0,3,0,0,2,0,0.28,0.00,0.28,0.28,0.28,5.4,5.4,1.5,7.0,0.50,0.14,0.64,0.50,0.64,Matches,6f8cd6d0
2654,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,20,2001,36,20,1901,21.1,4,2,4,0,0,4,0,0.19,0.09,0.28,0.19,0.28,2.9,2.9,2.6,5.4,0.14,0.12,0.26,0.14,0.26,Matches,7d9397f8
2655,Alexis Tibidi,fr FRA,FWMF,Stuttgart,de Bundesliga,17,2003,13,2,385,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.7,0.08,0.08,0.16,0.08,0.16,Matches,ca6f4846
2656,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,fr Ligue 1,22,1999,6,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12,Matches,9ddf7fae
2657,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,32,29,2631,29.2,6,4,4,2,2,3,0,0.21,0.14,0.34,0.14,0.27,4.6,3.1,4.9,7.9,0.16,0.17,0.32,0.11,0.27,Matches,56f7a928
2658,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,22,22,1915,21.3,1,3,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,0.7,0.7,1.9,2.6,0.03,0.09,0.12,0.03,0.12,Matches,fce2302c
2659,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23,1998,9,0,112,1.2,3,0,3,0,0,0,0,2.41,0.00,2.41,2.41,2.41,1.0,1.0,0.2,1.2,0.79,0.19,0.99,0.79,0.99,Matches,6b8887c2
2660,Malik Tillman,us USA,FWMF,Bayern Munich,de Bundesliga,19,2002,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.18,0.36,0.55,0.18,0.55,Matches,a5420709
2661,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,29,23,2004,22.3,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.6,1.6,2.2,3.9,0.07,0.10,0.17,0.07,0.17,Matches,a5bea1fb
2662,David Timor,es ESP,MF,Getafe,es La Liga,31,1989,7,3,341,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches,174651c8
2663,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,1999,36,35,3115,34.6,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,2.4,2.4,0.8,3.2,0.07,0.02,0.09,0.07,0.09,Matches,88f130ed
2664,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,2004,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e547d3cf
2665,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,28,1992,30,26,2296,25.5,12,5,10,2,2,3,0,0.47,0.20,0.67,0.39,0.59,12.3,10.8,4.4,15.2,0.48,0.17,0.66,0.42,0.60,Matches,5ceba7fc
2666,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,15,8,703,7.8,2,1,2,0,0,0,0,0.26,0.13,0.38,0.26,0.38,1.3,1.3,1.8,3.1,0.17,0.23,0.40,0.17,0.40,Matches,652d4c37
2667,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,1994,20,15,1399,15.5,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,1.1,1.2,0.00,0.07,0.08,0.00,0.08,Matches,a96e5dc0
2668,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,20,16,1438,16.0,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11,Matches,c56dc39e
2669,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,34,33,2914,32.4,17,3,12,5,5,7,2,0.53,0.09,0.62,0.37,0.46,14.6,10.8,1.7,12.5,0.45,0.05,0.50,0.33,0.39,Matches,02ef8778
2670,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,14,13,1075,11.9,4,0,4,0,0,2,0,0.33,0.00,0.33,0.33,0.33,3.7,3.7,0.9,4.5,0.31,0.07,0.38,0.31,0.38,Matches,b492126a
2671,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,22,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.30,0.30,0.00,0.30,Matches,b3af9be1
2672,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,22,1998,21,20,1679,18.7,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.08,0.04,0.08,Matches,b3af9be1
2673,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,Matches,e7ca0439
2674,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,1997,31,30,2718,30.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,0.1,2.2,0.07,0.00,0.07,0.07,0.07,Matches,7edfbb8a
2675,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,36,31,2600,28.9,5,2,5,0,0,9,0,0.17,0.07,0.24,0.17,0.24,4.3,4.3,4.0,8.3,0.15,0.14,0.29,0.15,0.29,Matches,0db169ae
2676,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,1990,14,8,870,9.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.07,0.04,0.07,Matches,8cc29864
2677,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,33,32,2909,32.3,12,5,7,5,5,8,0,0.37,0.15,0.53,0.22,0.37,12.0,8.2,5.8,14.0,0.37,0.18,0.55,0.25,0.43,Matches,e09f279b
2678,Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,29,1992,10,0,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches,bf39bdec
2679,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,25,1996,31,26,2195,24.4,5,1,5,0,0,10,1,0.21,0.04,0.25,0.21,0.25,4.6,4.4,1.7,6.2,0.19,0.07,0.26,0.18,0.25,Matches,52611641
2680,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,2001,18,15,1282,14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08,Matches,4d753a3f
2681,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,21,2000,18,17,1412,15.7,4,4,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,7.2,6.4,3.0,9.4,0.46,0.19,0.65,0.41,0.60,Matches,9e1035f8
2682,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,21,2000,4,4,303,3.4,2,1,2,0,0,0,0,0.59,0.30,0.89,0.59,0.89,2.5,2.5,0.0,2.5,0.74,0.01,0.75,0.74,0.75,Matches,9e1035f8
2683,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,26,1994,26,11,1008,11.2,2,3,2,0,0,2,0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.9,2.8,0.08,0.17,0.25,0.08,0.25,Matches,58a9a4d9
2684,Pau Torres,es ESP,DF,Villarreal,es La Liga,24,1997,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,3.2,3.2,1.1,4.3,0.10,0.04,0.14,0.10,0.14,Matches,532e1e4f
2685,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,32,1989,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44,0.00,0.22,2.0,0.4,2.1,2.5,0.22,0.23,0.45,0.05,0.28,Matches,d733aa38
2686,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,33,32,2725,30.3,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches,0e4fef6e
2687,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23,1997,7,6,483,5.4,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches,f86cabbd
2688,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,30,1991,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9a104dee
2689,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,27,1994,8,6,430,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,ef7cd87a
2690,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,25,1996,10,5,506,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.15,0.00,0.15,0.15,0.15,Matches,c8c60119
