,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1724,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35.0,1348,1002,346,80,1,109,29,0,0,0,0,0,836,75,437,888,174,0,0,269,1090,3,41,13,0,Matches
1725,Lionel Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,2417,2184,233,87,23,431,54,66,101,36,21,3,1897,221,299,2136,243,12,3,13,1989,20,25,75,73,Matches
1726,Junior Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,1239,1120,119,43,1,239,41,60,45,27,2,3,814,184,241,984,152,54,16,9,913,7,37,35,30,Matches
1727,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,1253,1110,143,7,5,150,25,49,0,0,0,0,826,204,223,79,968,54,136,3,1024,2,10,24,39,Matches
1728,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,447,419,28,13,0,45,18,2,0,0,0,0,353,31,63,58,349,16,15,1,397,1,5,5,3,Matches
1729,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,260,250,10,6,0,35,7,5,1,1,0,0,199,29,32,62,190,7,0,0,216,0,4,6,4,Matches
1730,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,337,329,8,6,0,69,11,1,0,0,0,0,265,35,37,36,279,18,1,1,299,0,6,4,7,Matches
1731,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,662,600,62,41,1,112,38,21,18,7,7,0,439,74,149,74,551,22,3,5,528,3,15,14,15,Matches
1732,Jonas Michel Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,2,0,0,0,0,Matches
1733,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,15,14,1,1,0,2,0,0,0,0,0,0,12,2,1,3,10,0,0,1,11,0,1,2,1,Matches
1734,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,672,529,143,21,0,73,25,49,17,9,7,1,354,115,203,24,502,26,105,2,490,5,15,10,28,Matches
1735,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1736,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,9,9,0,0,0,1,0,0,0,0,0,0,4,2,3,2,6,1,0,0,8,0,0,1,0,Matches
1737,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,913,840,73,31,0,62,24,6,0,0,0,0,641,77,195,753,81,25,39,0,749,0,20,12,7,Matches
1738,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,200,192,8,0,0,30,8,12,2,1,0,1,128,32,40,16,159,16,4,4,136,1,7,8,15,Matches
1739,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,1657,1513,144,54,0,174,50,3,0,0,0,0,1172,211,274,120,1266,107,90,5,1443,4,16,21,20,Matches
1740,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,302,271,31,3,0,76,5,5,0,0,0,0,199,63,40,220,40,12,2,12,221,0,7,14,17,Matches
1741,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,1802,1762,40,17,6,305,63,49,1,0,0,0,1113,326,363,314,1313,67,22,18,1407,10,33,56,44,Matches
1742,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5.0,179,126,53,21,0,11,3,0,0,0,0,0,98,2,79,10,142,1,0,18,121,1,5,1,0,Matches
1743,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,768,745,23,14,0,61,44,2,0,0,0,0,616,55,97,68,659,22,9,3,695,1,11,10,8,Matches
1744,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,1269,1170,99,67,1,148,40,15,23,11,10,0,862,139,268,194,976,65,4,2,1029,5,16,32,27,Matches
1745,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,535,478,57,36,1,99,27,10,17,5,6,1,348,42,145,48,452,22,1,1,416,5,12,14,10,Matches
1746,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22.0,577,556,21,0,1,172,9,6,0,0,0,0,389,91,97,396,94,36,5,17,424,4,15,20,33,Matches
1747,Alejandro Millán,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1748,Vincenzo Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,10,9,1,0,0,2,2,0,1,1,0,0,7,1,2,1,9,0,0,0,9,0,1,0,0,Matches
1749,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,25,19,6,2,0,2,3,1,2,1,0,1,16,4,5,21,2,0,2,0,19,0,0,0,2,Matches
1750,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,914,847,67,13,3,113,20,17,13,5,6,0,660,125,129,74,762,19,38,2,776,2,12,19,28,Matches
1751,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,614,593,21,1,0,205,14,9,0,0,0,0,341,157,116,52,399,50,5,28,455,3,16,14,20,Matches
1752,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,1227,1198,29,25,0,101,26,0,0,0,0,0,1008,85,134,184,969,43,2,0,1115,0,10,9,9,Matches
1753,Takumi Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,257,255,2,1,1,50,2,7,0,0,0,0,189,40,28,67,174,11,0,1,186,1,11,11,14,Matches
1754,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,139,135,4,0,0,23,1,3,1,0,0,0,95,23,21,20,111,4,1,0,111,0,3,3,4,Matches
1755,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,1585,1529,56,51,0,188,55,2,0,0,0,0,1034,137,414,1241,200,95,4,2,1262,7,41,23,16,Matches
1756,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,1686,1576,110,40,3,138,12,14,0,0,0,0,1440,141,105,186,1384,37,69,2,1550,3,17,16,27,Matches
1757,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,472,441,31,0,1,161,15,18,0,0,0,0,216,137,119,31,274,67,2,15,280,10,15,10,32,Matches
1758,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,19.2,1053,852,201,10,0,117,26,53,1,0,0,0,570,263,220,35,778,37,190,2,824,2,25,24,41,Matches
1759,Aleksei Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,408,387,21,5,1,88,8,9,9,3,5,0,311,45,52,349,34,5,4,4,321,2,4,11,12,Matches
1760,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,935,740,195,19,0,73,17,54,2,1,1,0,505,200,230,664,35,39,174,4,701,5,14,31,21,Matches
1761,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,436,306,130,40,0,30,6,0,0,0,0,0,244,31,161,26,321,0,0,69,341,0,6,3,2,Matches
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,779,586,193,8,0,121,6,22,0,0,0,0,416,149,214,545,26,15,185,0,547,2,11,38,51,Matches
1763,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,384,359,25,1,1,125,3,8,1,0,0,0,221,90,73,48,244,27,3,24,292,2,2,9,9,Matches
1764,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,1242,1185,57,54,0,114,43,1,0,0,0,0,930,102,210,485,657,74,3,3,1118,0,15,13,5,Matches
1765,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,1126,924,202,26,1,152,41,49,1,0,0,1,598,260,268,729,166,39,175,2,842,5,22,26,46,Matches
1766,Henrikh Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,1230,1200,30,10,7,203,29,44,5,3,1,0,896,214,120,218,939,37,14,11,937,6,20,44,56,Matches
1767,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,268,260,8,0,0,52,7,13,0,0,0,0,198,37,33,61,187,7,8,0,200,0,4,12,17,Matches
1768,Anthony Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,54,53,1,0,0,28,2,3,0,0,0,0,30,15,9,5,35,2,0,2,31,0,4,2,2,Matches
1769,Anthony Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,48,45,3,0,0,16,0,0,0,0,0,0,21,14,13,4,27,4,0,1,28,0,0,1,2,Matches
1770,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,2308,2177,131,73,11,317,116,50,43,12,17,1,1722,261,325,259,1977,28,15,13,2005,6,37,44,49,Matches
1771,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,401,360,41,0,4,107,8,11,0,0,0,0,268,85,48,241,107,20,0,9,285,1,13,23,14,Matches
1772,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,986,915,71,57,3,117,30,15,11,1,5,1,730,114,142,48,875,35,3,7,832,3,14,27,19,Matches
1773,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,886,859,27,27,0,90,23,1,0,0,0,0,673,59,154,522,307,44,0,5,797,0,6,5,7,Matches
1774,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,30,28,2,0,0,9,0,1,1,0,0,0,23,6,1,15,13,0,0,0,23,0,1,2,1,Matches
1775,Johan Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,227,205,22,0,0,21,0,13,0,0,0,0,159,43,25,174,23,6,22,0,182,0,3,3,10,Matches
1776,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,708,589,119,15,0,102,9,47,0,0,0,0,364,164,180,535,34,24,104,2,519,2,12,28,29,Matches
1777,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,70,55,15,2,0,6,1,0,0,0,0,0,44,17,9,3,45,6,13,0,56,0,1,3,2,Matches
1778,Jorge Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,471,436,35,0,4,160,7,6,0,0,0,0,238,117,116,123,207,51,2,13,294,4,10,16,27,Matches
1779,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,1009,815,194,9,2,105,24,72,0,0,0,0,572,261,176,86,702,25,185,5,782,2,18,32,34,Matches
1780,Salvatore Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,1091,1004,87,13,1,196,43,54,9,6,0,1,710,168,213,293,679,35,65,6,851,4,28,27,36,Matches
1781,Victor Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,34,31,3,0,0,5,0,2,0,0,0,0,21,6,7,22,4,4,3,0,24,0,0,0,2,Matches
1782,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,1267,1145,122,54,2,167,59,45,55,21,31,2,940,101,226,139,1081,25,9,4,1055,3,20,19,34,Matches
1783,Jayson Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
1784,Alkhaly Momo Cissé,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,18,17,1,0,0,0,0,0,0,0,0,0,15,2,1,8,9,0,1,0,13,0,1,0,3,Matches
1785,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,1141,1117,24,16,2,164,59,25,1,0,1,0,736,151,254,103,925,73,6,3,935,0,29,19,18,Matches
1786,Gabriele Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,85,80,5,0,0,33,1,0,0,0,0,0,46,19,20,4,51,16,0,4,52,1,1,4,4,Matches
1787,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,679,648,31,24,1,115,31,6,4,1,2,1,495,69,115,114,523,23,0,5,542,1,18,26,19,Matches
1788,Kévin Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,224,211,13,0,0,47,4,12,0,0,0,0,149,44,31,25,166,16,13,0,151,0,3,10,21,Matches
1789,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,1212,986,226,25,1,126,7,39,0,0,0,0,746,257,209,838,91,56,201,2,981,6,8,18,43,Matches
1790,Cristóbal Montiel Rodríguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,3,2,1,0,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,Matches
1791,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,1996,37.0,1236,797,439,167,0,64,42,0,0,0,0,0,493,58,685,105,919,2,0,173,786,5,33,8,3,Matches
1792,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,745,626,119,72,4,117,65,31,32,10,9,3,405,87,253,71,639,20,3,2,518,9,32,17,26,Matches
1793,Martín Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,163,133,30,4,0,14,3,5,0,0,0,0,96,30,37,20,103,8,26,0,125,1,3,4,4,Matches
1794,Emre Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,124,110,14,4,0,24,2,4,2,2,0,0,89,21,14,104,10,3,2,1,95,0,5,6,2,Matches
1795,Luca Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,60,58,2,2,0,12,2,1,0,0,0,0,39,13,8,32,22,3,0,0,41,0,1,0,2,Matches
1796,Wesley Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,2,0,0,4,0,0,0,4,0,0,0,0,Matches
1797,Álvaro Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,612,579,33,1,5,136,13,29,0,0,0,0,419,122,71,70,478,20,2,19,458,6,4,25,25,Matches
1798,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,144,139,5,5,0,36,2,0,0,0,0,0,76,28,40,16,107,16,0,1,98,0,2,5,9,Matches
1799,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,518,454,64,19,1,110,36,76,39,12,20,1,271,88,159,409,70,19,6,1,319,2,13,16,28,Matches
1800,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,1266,1162,104,48,0,183,30,2,1,0,1,0,836,182,248,961,156,65,55,8,1072,1,14,25,24,Matches
1801,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,100,87,13,1,0,15,4,4,0,0,0,0,67,23,10,84,0,4,12,0,84,1,2,4,3,Matches
1802,Álex Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,1159,979,180,12,0,119,19,47,1,0,1,0,683,235,241,818,85,70,167,3,907,5,27,18,35,Matches
1803,Gerard Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,1122,1100,22,1,11,307,41,42,1,0,1,0,729,213,180,790,226,42,5,14,771,12,27,53,57,Matches
1804,Tete Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,742,706,36,9,0,138,42,53,20,10,4,0,477,129,136,112,561,41,6,5,557,2,16,8,39,Matches
1805,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,747,666,81,6,1,52,11,22,0,0,0,0,560,97,90,69,587,11,75,0,629,1,4,25,20,Matches
1806,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,1,0,0,5,0,0,0,0,Matches
1807,Raúl Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Matches
1808,Loren Morón,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,194,181,13,1,0,61,9,2,0,0,0,0,111,48,35,8,144,11,3,5,136,1,5,3,7,Matches
1809,Pedro Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,1212,1126,86,86,0,217,57,2,0,0,0,0,841,105,266,1005,123,62,0,1,1041,3,13,21,9,Matches
1810,Aimen Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,373,313,60,6,0,59,6,1,0,0,0,0,238,73,62,45,245,19,54,1,277,1,8,16,16,Matches
1811,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,78,71,7,0,0,15,0,3,0,0,0,0,61,10,7,57,18,1,0,1,60,0,1,1,3,Matches
1812,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,1134,1096,38,33,2,104,45,0,0,0,0,0,929,72,133,219,818,63,5,1,1027,0,13,10,12,Matches
1813,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,881,605,276,74,0,55,28,0,0,0,0,0,467,57,357,37,651,0,0,147,634,2,35,5,3,Matches
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,758,746,12,0,0,336,5,13,0,0,0,0,335,223,200,64,398,87,3,12,460,4,29,27,25,Matches
1815,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,1881,1685,196,33,8,226,88,65,124,35,62,7,1430,190,261,211,1592,39,14,7,1548,11,17,44,68,Matches
1816,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,600,572,28,9,1,123,9,11,10,6,3,0,412,100,88,55,486,29,5,3,448,1,9,24,29,Matches
1817,Lys Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,50,39,11,1,0,5,2,0,0,0,0,0,40,7,3,6,41,2,0,1,40,0,1,2,0,Matches
1818,João Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,1817,1612,205,99,4,268,76,43,102,25,41,1,1201,263,353,104,1619,69,3,4,1540,5,23,34,28,Matches
1819,Samuel Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,30,29,1,0,0,4,0,2,0,0,0,0,27,2,1,27,2,0,0,0,26,0,1,0,0,Matches
1820,Loris Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4,1,0,0,3,0,1,0,0,Matches
1821,Javi Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,41,27,14,2,0,6,1,1,0,0,0,0,17,5,19,4,20,2,12,0,28,0,1,0,1,Matches
1822,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,18.6,1144,968,176,19,0,178,28,40,0,0,0,0,653,239,252,70,820,54,157,1,891,3,19,35,51,Matches
1823,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,2387,2341,46,39,3,171,93,1,0,0,0,0,1873,175,339,1868,370,86,7,3,2112,4,38,16,16,Matches
1824,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,21,1999,18.6,1023,866,157,14,1,97,6,40,0,0,0,0,655,234,134,59,775,34,143,2,817,2,15,21,46,Matches
1825,Florian Müller,de GER,GK,Freiburg,de Bundesliga,22,1997,31.0,1338,991,347,75,0,106,21,0,0,0,0,0,656,53,629,897,250,2,0,149,914,2,25,5,5,Matches
1826,Sebastian Müller,de GER,MFDF,Arminia,de Bundesliga,19,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
1827,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,30,1989,29.7,1528,1432,96,10,7,283,35,98,8,3,1,0,955,299,274,242,1104,84,44,14,1132,5,20,58,75,Matches
1828,Joel Mumbongo,se SWE,FW,Burnley,eng Premier League,21,1999,0.4,6,6,0,0,0,3,0,0,0,0,0,0,5,1,0,1,5,0,0,0,5,0,0,0,1,Matches
1829,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24,1996,21.4,858,846,12,9,1,91,17,4,0,0,0,0,657,87,114,105,678,39,3,7,726,3,13,13,5,Matches
1830,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,27,1992,21.6,1051,929,122,35,5,141,34,34,45,13,16,3,760,154,137,55,932,25,23,7,860,8,12,25,20,Matches
1831,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,22,1997,13.4,748,564,184,8,0,77,16,50,2,2,0,0,349,161,238,468,56,40,174,1,510,1,23,25,34,Matches
1832,Joaquín Muñoz,es ESP,FW,Huesca,es La Liga,21,1999,0.5,19,16,3,0,0,6,0,0,0,0,0,0,10,6,3,3,11,0,3,1,12,1,0,0,3,Matches
1833,Luis Muriel,co COL,FW,Atalanta,it Serie A,29,1991,16.0,724,640,84,13,2,154,33,40,44,20,13,10,483,106,135,108,555,29,6,7,510,2,17,25,31,Matches
1834,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,28,1992,30.0,1586,1535,51,47,1,99,65,0,0,0,0,0,1274,114,198,404,1084,58,4,6,1427,1,21,9,8,Matches
1835,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,26,1994,9.2,251,249,2,0,1,92,2,4,0,0,0,0,144,66,41,149,38,15,1,11,177,0,0,8,12,Matches
1836,Jacob Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,25,1995,18.1,608,491,117,15,2,121,11,38,2,0,1,0,309,155,144,73,411,20,99,4,416,3,14,21,28,Matches
1837,Nicola Murru,it ITA,DF,Torino,it Serie A,25,1994,6.3,351,274,77,6,0,31,5,21,1,0,0,0,171,65,115,237,25,14,70,0,237,4,6,13,15,Matches
1838,Petar Musa,hr CRO,FW,Union Berlin,de Bundesliga,22,1998,7.9,218,214,4,0,2,84,3,4,0,0,0,0,94,56,68,32,112,25,0,10,123,4,7,16,6,Matches
1839,Mateo Musacchio,ar ARG,DF,Lazio,it Serie A,29,1990,2.5,116,109,7,3,0,5,2,0,0,0,0,0,96,10,10,12,97,2,4,0,103,0,1,0,2,Matches
1840,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,29,1990,0.4,22,21,1,1,0,2,0,0,0,0,0,0,16,2,4,5,15,1,0,1,21,0,0,0,0,Matches
1841,Yunus Musah,us USA,MF,Valencia,es La Liga,17,2002,17.0,443,433,10,2,0,86,7,18,2,0,1,0,325,72,46,55,342,22,6,4,331,2,13,9,15,Matches
1842,Jamal Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,17,2003,9.8,435,427,8,3,1,79,6,10,1,0,0,0,360,44,31,47,362,17,3,4,369,1,4,14,9,Matches
1843,Juan Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35.0,1024,684,340,87,0,65,13,0,0,0,0,0,538,52,434,68,729,0,0,171,769,3,20,13,1,Matches
1844,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,28,1992,0.5,48,47,1,0,0,2,3,0,0,0,0,0,37,5,6,1,44,0,1,0,41,0,1,1,0,Matches
1845,Shkodran Mustafi,de GER,DF,Schalke 04,de Bundesliga,28,1992,11.5,560,521,39,38,0,72,27,0,0,0,0,0,364,59,137,27,470,42,1,1,447,3,15,9,7,Matches
1846,Yoshinori Mutō,jp JPN,FWMF,Eibar,es La Liga,28,1992,12.5,241,228,13,1,1,63,1,7,0,0,0,0,138,58,45,48,114,34,4,11,163,1,4,8,15,Matches
1847,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,26,1994,18.6,590,489,101,19,0,92,21,53,16,4,11,0,277,113,200,185,312,21,66,1,375,4,16,22,47,Matches
1848,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,23,1997,13.5,730,599,131,10,0,88,6,36,1,0,1,0,440,190,100,60,527,13,120,4,592,0,9,30,23,Matches
1849,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,20,1999,22.7,1331,1248,83,24,0,158,18,11,0,0,0,0,1016,143,172,1037,139,57,59,4,1139,1,21,25,24,Matches
1850,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,24,1996,3.4,129,122,7,7,0,17,7,0,0,0,0,0,107,5,17,12,116,1,0,0,112,0,0,6,2,Matches
1851,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,21,1999,13.8,1027,978,49,20,0,73,12,7,0,0,0,0,826,109,92,693,246,40,29,0,891,2,15,25,15,Matches
1852,Nacho,es ESP,DF,Valladolid,es La Liga,31,1989,20.1,1053,835,218,32,0,127,35,43,2,0,0,0,494,218,341,691,134,32,184,4,760,6,20,30,48,Matches
1853,Nacho,es ESP,DF,Real Madrid,es La Liga,30,1990,22.2,1239,1171,68,31,0,116,35,12,0,0,0,0,968,137,134,232,916,39,37,3,1124,2,16,9,17,Matches
1854,Yuto Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,33,1986,17.7,802,629,173,8,0,101,7,25,0,0,0,0,460,189,153,198,395,29,165,1,649,1,16,10,20,Matches
1855,Kenny Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,Matches
1856,Radja Nainggolan,be BEL,MF,Cagliari,it Serie A,32,1988,20.5,837,809,28,9,2,119,53,51,4,2,1,1,503,153,181,92,692,30,9,2,636,7,22,24,32,Matches
1857,Radja Nainggolan,be BEL,MF,Inter,it Serie A,32,1988,0.5,38,37,1,1,0,5,1,0,0,0,0,0,27,5,6,1,34,2,0,1,33,0,1,2,1,Matches
1858,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,26,1994,8.3,273,269,4,4,0,56,4,1,0,0,0,0,217,24,32,229,32,9,0,1,234,0,3,3,1,Matches
1859,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,24,1995,30.4,1235,1093,142,11,1,189,26,86,4,1,2,0,751,182,302,62,962,42,126,11,932,4,21,37,48,Matches
1860,Nano,es ESP,FWMF,Cádiz,es La Liga,25,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,Matches
1861,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23.0,639,377,262,65,0,47,11,0,0,0,0,0,265,17,357,28,481,0,0,108,392,3,30,3,0,Matches
1862,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,27,1993,13.6,679,648,31,29,0,49,28,0,0,0,0,0,524,41,114,510,127,23,2,2,594,1,9,5,0,Matches
1863,Roberto Navarro,es ESP,MF,Real Sociedad,es La Liga,18,2002,0.4,22,19,3,1,0,5,1,0,2,0,0,2,16,3,3,3,18,1,0,0,17,0,1,0,1,Matches
1864,Ximo Navarro,es ESP,DF,Alavés,es La Liga,30,1990,26.4,1056,777,279,35,0,114,31,26,0,0,0,0,537,198,321,108,637,52,244,3,810,1,26,22,32,Matches
