,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
1725,Lionel Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,40,3,5,23.6,19.5,0.10,+6.4,+7.5,Matches
1726,Junior Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,9,98,32,32.7,2.74,0.90,0.09,0.28,21.2,9,0,0,7.5,7.5,0.08,+1.5,+1.5,Matches
1727,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,1,12,2,16.7,0.73,0.12,0.08,0.50,18.0,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
1728,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,0,1,0,0.0,0.13,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1729,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.00,0.00,16.8,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
1730,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,0,3,0,0.0,0.34,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1731,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.20,0.40,23.6,2,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
1732,Jonas Michel Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1733,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1734,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,0,11,2,18.2,0.86,0.16,0.00,0.00,29.5,5,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1735,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1736,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1737,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,0,10,4,40.0,0.59,0.23,0.00,0.00,10.5,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
1738,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,3,19,10,52.6,2.45,1.29,0.16,0.30,16.4,0,0,0,2.6,2.6,0.14,+0.4,+0.4,Matches
1739,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,3,20,9,45.0,0.59,0.27,0.15,0.33,12.1,0,0,0,2.6,2.6,0.14,+0.4,+0.4,Matches
1740,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,9,43,19,44.2,3.17,1.40,0.14,0.32,17.0,1,3,3,8.5,6.2,0.14,+0.5,-0.2,Matches
1741,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,8,64,21,32.8,2.10,0.69,0.13,0.38,17.4,11,0,0,5.7,5.7,0.09,+2.3,+2.3,Matches
1742,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1743,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,1,12,3,25.0,0.95,0.24,0.08,0.33,10.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1744,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.00,0.00,27.0,7,1,2,2.3,0.8,0.05,-1.3,-0.8,Matches
1745,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,1,10,3,30.0,0.72,0.22,0.10,0.33,23.6,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
1746,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22.0,4,30,11,36.7,1.36,0.50,0.13,0.36,10.9,0,0,0,5.6,5.6,0.19,-1.6,-1.6,Matches
1747,Alejandro Millán,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1748,Vincenzo Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1749,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,0,2,1,50.0,4.39,2.20,0.00,0.00,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1750,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.00,0.00,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1751,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,12,45,22,48.9,1.68,0.82,0.24,0.50,14.0,1,1,1,8.8,8.0,0.18,+3.2,+3.0,Matches
1752,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.50,10.2,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
1753,Takumi Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,17.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
1754,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1755,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,2,19,7,36.8,0.54,0.20,0.11,0.29,8.8,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
1756,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,2,12,6,50.0,0.57,0.28,0.17,0.33,17.7,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
1757,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,13,114,44,38.6,3.57,1.38,0.10,0.25,15.5,2,2,3,13.6,11.4,0.10,-0.6,-0.4,Matches
1758,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,19.2,0,10,0,0.0,0.52,0.00,0.00,,16.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1759,Aleksei Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,4,16,7,43.8,2.13,0.93,0.25,0.57,15.7,1,0,0,1.8,1.8,0.11,+2.2,+2.2,Matches
1760,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,1,9,3,33.3,0.49,0.16,0.11,0.33,25.3,1,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
1761,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.50,0.50,8.1,0,0,0,0.4,0.4,0.21,+0.6,+0.6,Matches
1763,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,3,56,17,30.4,3.59,1.09,0.04,0.12,14.9,1,1,2,6.5,5.0,0.09,-3.5,-3.0,Matches
1764,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,2,12,5,41.7,0.39,0.16,0.17,0.40,8.5,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
1765,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,0,17,5,29.4,0.85,0.25,0.00,0.00,22.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1766,Henrikh Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,13,81,33,40.7,2.66,1.08,0.15,0.36,16.3,1,1,1,12.3,11.5,0.14,+0.7,+0.5,Matches
1767,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,0,13,3,23.1,1.81,0.42,0.00,0.00,17.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1768,Anthony Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,0,9,1,11.1,2.76,0.31,0.00,0.00,15.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
1769,Anthony Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,0,7,0,0.0,2.85,0.00,0.00,,16.0,0,0,1,1.8,1.0,0.15,-1.8,-1.0,Matches
1770,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,21.3,1,0,0,2.8,2.8,0.06,+2.2,+2.2,Matches
1771,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,14,55,24,43.6,2.39,1.04,0.24,0.54,14.5,0,1,1,12.5,11.7,0.21,+1.5,+1.3,Matches
1772,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,5,24,7,29.2,1.39,0.41,0.21,0.71,23.6,1,0,0,1.3,1.3,0.05,+3.7,+3.7,Matches
1773,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1774,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,1,4,1,25.0,3.83,0.96,0.25,1.00,18.0,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
1775,Johan Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,0,4,0,0.0,1.20,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1776,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,0,7,2,28.6,0.52,0.15,0.00,0.00,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1777,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1778,Jorge Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,8,24,12,50.0,1.34,0.67,0.33,0.67,11.7,0,0,1,5.0,4.3,0.18,+3.0,+3.7,Matches
1779,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,2,16,6,37.5,0.79,0.30,0.13,0.33,18.0,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
1780,Salvatore Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.20,19.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1781,Victor Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1782,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,3,51,16,31.4,1.95,0.61,0.06,0.19,20.9,9,0,0,3.4,3.4,0.07,-0.4,-0.4,Matches
1783,Jayson Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1784,Alkhaly Momo Cissé,gn GUI,DFFW,Stuttgart,de Bundesliga,17,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1785,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,29.6,2,38,11,28.9,1.29,0.37,0.05,0.18,25.9,0,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
1786,Gabriele Moncini,it ITA,FW,Benevento,it Serie A,24,1996,4.0,0,8,1,12.5,2.02,0.25,0.00,0.00,13.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
1787,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,12.8,2,22,4,18.2,1.72,0.31,0.09,0.50,26.2,2,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
1788,Kévin Monnet-Paquet,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,31,1988,6.3,0,6,0,0.0,0.96,0.00,0.00,,13.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1789,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,23.1,1,11,1,9.1,0.48,0.04,0.09,1.00,13.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
1790,Cristóbal Montiel Rodríguez,es ESP,DFFW,Fiorentina,it Serie A,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1791,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,1996,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1792,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,15.1,1,15,2,13.3,0.99,0.13,0.00,0.00,34.0,3,1,1,1.4,0.7,0.04,-0.4,-0.7,Matches
1793,Martín Montoya,es ESP,DF,Betis,es La Liga,29,1991,2.7,0,2,0,0.0,0.75,0.00,0.00,,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1794,Emre Mor,tr TUR,FWMF,Celta Vigo,es La Liga,23,1997,5.6,0,8,2,25.0,1.44,0.36,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1795,Luca Mora,it ITA,MF,Spezia,it Serie A,32,1988,1.3,0,1,1,100.0,0.80,0.80,0.00,0.00,12.2,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
1796,Wesley Moraes,br BRA,MFFW,Aston Villa,eng Premier League,23,1996,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1797,Álvaro Morata,es ESP,FW,Juventus,it Serie A,27,1992,22.4,11,54,23,42.6,2.41,1.03,0.19,0.43,11.4,0,1,1,10.9,10.2,0.19,+0.1,-0.2,Matches
1798,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,3.0,0,1,0,0.0,0.34,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
1799,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,21,1998,15.1,2,24,8,33.3,1.58,0.53,0.08,0.25,23.4,3,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
1800,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,27.7,0,7,1,14.3,0.25,0.04,0.00,0.00,10.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1801,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,2.1,0,4,0,0.0,1.87,0.00,0.00,,18.4,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1802,Álex Moreno,es ESP,DF,Betis,es La Liga,27,1993,19.8,0,11,3,27.3,0.55,0.15,0.00,0.00,18.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1803,Gerard Moreno,es ESP,FWMF,Villarreal,es La Liga,28,1992,29.7,23,86,35,40.7,2.90,1.18,0.15,0.37,15.7,0,10,10,19.1,11.6,0.14,+3.9,+1.4,Matches
1804,Tete Morente,es ESP,MFFW,Elche,es La Liga,23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.1,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches
1805,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,9.2,0,2,0,0.0,0.22,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1806,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1807,Raúl Moro,es ESP,MF,Lazio,it Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1808,Loren Morón,es ESP,FWMF,Betis,es La Liga,26,1993,11.0,1,23,3,13.0,2.09,0.27,0.04,0.33,17.9,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches
1809,Pedro Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,22.8,0,8,1,12.5,0.35,0.04,0.00,0.00,30.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1810,Aimen Moueffek,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,19,2001,8.3,0,1,0,0.0,0.12,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches
1811,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,15,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.4,0,0,0,2.8,2.8,0.14,+0.2,+0.2,Matches
1812,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,25.3,3,13,4,30.8,0.51,0.16,0.23,0.75,7.2,0,0,0,1.9,1.9,0.15,+1.1,+1.1,Matches
1813,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,25,1994,29.8,9,78,33,42.3,2.62,1.11,0.10,0.24,12.2,0,1,2,11.6,10.1,0.13,-2.6,-2.1,Matches
1815,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,21,1999,32.1,6,82,26,31.7,2.55,0.81,0.06,0.19,20.5,7,1,1,6.8,6.0,0.07,-0.8,-1.0,Matches
1816,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.50,15.3,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Matches
1817,Lys Mousset,fr FRA,FWMF,Sheffield Utd,eng Premier League,24,1996,3.3,0,4,2,50.0,1.22,0.61,0.00,0.00,16.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches
1818,João Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,28.1,1,15,4,26.7,0.53,0.14,0.07,0.25,22.3,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
1819,Samuel Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,0.9,0,2,0,0.0,2.20,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1820,Loris Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1821,Javi Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1822,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,18.6,3,19,7,36.8,1.02,0.38,0.16,0.43,12.4,0,0,0,2.3,2.3,0.12,+0.7,+0.7,Matches
1823,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,19,2001,31.9,2,23,4,17.4,0.72,0.13,0.09,0.50,14.1,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
1824,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,21,1999,18.6,0,15,1,6.7,0.81,0.05,0.00,0.00,16.5,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
1825,Florian Müller,de GER,GK,Freiburg,de Bundesliga,22,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1826,Sebastian Müller,de GER,MFDF,Arminia,de Bundesliga,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1827,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,30,1989,29.7,11,48,16,33.3,1.62,0.54,0.21,0.63,13.3,0,1,1,7.1,6.4,0.13,+3.9,+3.6,Matches
1828,Joel Mumbongo,se SWE,FW,Burnley,eng Premier League,21,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1829,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,24,1996,21.4,1,12,3,25.0,0.56,0.14,0.08,0.33,19.4,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
1830,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,27,1992,21.6,5,23,9,39.1,1.07,0.42,0.22,0.56,14.8,1,0,0,3.9,3.9,0.18,+1.1,+1.1,Matches
1831,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,22,1997,13.4,0,4,1,25.0,0.30,0.07,0.00,0.00,21.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1832,Joaquín Muñoz,es ESP,FW,Huesca,es La Liga,21,1999,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1833,Luis Muriel,co COL,FW,Atalanta,it Serie A,29,1991,16.0,22,83,36,43.4,5.20,2.26,0.24,0.56,17.6,8,2,3,16.1,13.8,0.17,+5.9,+6.2,Matches
1834,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,28,1992,30.0,2,7,3,42.9,0.23,0.10,0.29,0.67,8.7,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches
1835,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,26,1994,9.2,1,32,7,21.9,3.46,0.76,0.03,0.14,13.0,0,0,0,4.6,4.6,0.14,-3.6,-3.6,Matches
1836,Jacob Murphy,eng ENG,DFMF,Newcastle Utd,eng Premier League,25,1995,18.1,2,29,8,27.6,1.61,0.44,0.07,0.25,22.9,5,0,0,1.2,1.2,0.04,+0.8,+0.8,Matches
1837,Nicola Murru,it ITA,DF,Torino,it Serie A,25,1994,6.3,0,5,1,20.0,0.79,0.16,0.00,0.00,16.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1838,Petar Musa,hr CRO,FW,Union Berlin,de Bundesliga,22,1998,7.9,1,15,5,33.3,1.89,0.63,0.07,0.20,13.1,0,0,0,2.5,2.5,0.17,-1.5,-1.5,Matches
1839,Mateo Musacchio,ar ARG,DF,Lazio,it Serie A,29,1990,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1840,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,29,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1841,Yunus Musah,us USA,MF,Valencia,es La Liga,17,2002,17.0,1,6,2,33.3,0.35,0.12,0.17,0.50,19.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
1842,Jamal Musiala,de GER,FWMF,Bayern Munich,de Bundesliga,17,2003,9.8,6,25,11,44.0,2.55,1.12,0.24,0.55,14.7,0,0,0,3.1,3.1,0.12,+2.9,+2.9,Matches
1843,Juan Musso,ar ARG,GK,Udinese,it Serie A,26,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1844,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1845,Shkodran Mustafi,de GER,DF,Schalke 04,de Bundesliga,28,1992,11.5,1,10,2,20.0,0.87,0.17,0.10,0.50,9.6,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
1846,Yoshinori Mutō,jp JPN,FWMF,Eibar,es La Liga,28,1992,12.5,1,21,6,28.6,1.68,0.48,0.05,0.17,15.3,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches
1847,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,26,1994,18.6,1,6,2,33.3,0.32,0.11,0.17,0.50,23.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
1848,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,23,1997,13.5,0,21,6,28.6,1.55,0.44,0.00,0.00,18.8,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
1849,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,20,1999,22.7,3,18,5,27.8,0.79,0.22,0.17,0.60,11.7,0,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches
1850,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,24,1996,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1851,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,21,1999,13.8,0,6,0,0.0,0.43,0.00,0.00,,8.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1852,Nacho,es ESP,DF,Valladolid,es La Liga,31,1989,20.1,0,8,1,12.5,0.40,0.05,0.00,0.00,21.3,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1853,Nacho,es ESP,DF,Real Madrid,es La Liga,30,1990,22.2,1,11,3,27.3,0.50,0.14,0.09,0.33,16.3,1,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches
1854,Yuto Nagatomo,jp JPN,DF,Marseille,fr Ligue 1,33,1986,17.7,0,4,0,0.0,0.23,0.00,0.00,,27.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1855,Kenny Nagera,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1856,Radja Nainggolan,be BEL,MF,Cagliari,it Serie A,32,1988,20.5,1,49,6,12.2,2.40,0.29,0.02,0.17,24.5,0,0,0,1.6,1.6,0.03,-0.6,-0.6,Matches
1857,Radja Nainggolan,be BEL,MF,Inter,it Serie A,32,1988,0.5,0,3,0,0.0,5.87,0.00,0.00,,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1858,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,26,1994,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1859,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,24,1995,30.4,2,32,14,43.8,1.05,0.46,0.06,0.14,17.7,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
1860,Nano,es ESP,FWMF,Cádiz,es La Liga,25,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1861,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,26,1994,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1862,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,27,1993,13.6,0,7,2,28.6,0.52,0.15,0.00,0.00,10.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
